"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 05월 15일","50.04","50.04","50.04","50.04","-","1.09%"
"2017년 05월 12일","49.50","49.50","49.50","49.50","-","0.04%"
"2017년 05월 11일","49.48","49.48","49.48","49.48","0.20K","0.65%"
"2017년 05월 10일","49.16","49.16","49.16","49.16","-","2.20%"
"2017년 05월 09일","48.10","48.10","48.10","48.10","-","-0.91%"
"2017년 05월 08일","48.54","48.54","48.54","48.54","-","0.41%"
"2017년 05월 05일","48.34","48.34","48.34","48.34","-","1.41%"
"2017년 05월 04일","47.67","47.67","47.67","47.67","-","-4.16%"
"2017년 05월 03일","49.74","49.74","49.74","49.74","-","0.89%"
"2017년 05월 02일","49.30","49.30","49.30","49.30","-","-2.74%"
"2017년 05월 01일","50.69","50.69","50.69","50.69","-","-3.06%"
"2017년 04월 28일","52.29","52.29","52.29","52.29","-","-0.04%"
"2017년 04월 27일","52.31","52.31","52.31","52.31","-","-0.08%"
"2017년 04월 26일","52.35","52.35","52.35","52.35","-","-0.04%"
"2017년 04월 25일","52.37","52.37","52.37","52.37","-","0.11%"
"2017년 04월 24일","52.31","52.31","52.31","52.31","-","-0.02%"
"2017년 04월 21일","52.32","52.32","52.32","52.32","-","-0.48%"
"2017년 04월 20일","52.57","52.57","52.57","52.57","-","0.15%"
"2017년 04월 19일","52.49","52.49","52.49","52.49","-","-1.32%"
"2017년 04월 18일","53.19","53.19","53.19","53.19","-","-0.45%"
"2017년 04월 17일","53.43","53.43","53.43","53.43","0.10K","-0.56%"
"2017년 04월 13일","53.73","53.73","53.73","53.73","-","0.04%"
"2017년 04월 12일","53.71","53.71","53.71","53.71","-","-0.68%"
"2017년 04월 11일","54.08","54.08","54.08","54.08","-","0.46%"
"2017년 04월 10일","53.83","53.83","53.83","53.83","-","1.09%"
"2017년 04월 07일","53.25","53.25","53.25","53.25","-","0.62%"
"2017년 04월 06일","52.92","52.92","52.92","52.92","-","0.80%"
"2017년 04월 05일","52.50","52.50","52.50","52.50","-","0.59%"
"2017년 04월 04일","52.19","52.19","52.19","52.19","-","1.64%"
"2017년 04월 03일","51.35","51.35","51.35","51.35","-","0.29%"
"2017년 03월 31일","51.20","51.20","51.20","51.20","-","-0.06%"
"2017년 03월 30일","51.23","51.23","51.23","51.23","-","0.06%"
"2017년 03월 29일","51.20","51.20","51.20","51.20","-","0.23%"
"2017년 03월 28일","51.08","51.08","51.08","51.08","-","0.14%"
"2017년 03월 27일","51.01","51.01","51.01","51.01","-","-0.02%"
"2017년 03월 24일","51.02","51.02","51.02","51.02","-","0.12%"
"2017년 03월 23일","50.96","50.96","50.96","50.96","-","-0.16%"
"2017년 03월 22일","51.04","51.04","51.04","51.04","-","-0.10%"
"2017년 03월 21일","51.09","51.09","51.09","51.09","-","-0.45%"
"2017년 03월 20일","51.32","51.32","51.32","51.32","-","-0.12%"
"2017년 03월 17일","51.38","51.38","51.38","51.38","-","-0.04%"
"2017년 03월 16일","51.40","51.40","51.40","51.40","-","0.04%"
"2017년 03월 15일","51.38","51.38","51.38","51.38","-","0.82%"
"2017년 03월 14일","50.96","50.96","50.96","50.96","-","-0.76%"
"2017년 03월 13일","51.35","51.35","51.35","51.35","-","-0.04%"
"2017년 03월 10일","51.37","51.37","51.37","51.37","-","-0.85%"
"2017년 03월 09일","51.81","51.81","51.81","51.81","-","-0.84%"
"2017년 03월 08일","52.25","52.25","52.25","52.25","-","-3.79%"
"2017년 03월 07일","54.31","54.31","54.31","54.31","-","-0.02%"
"2017년 03월 06일","54.32","54.32","54.32","54.32","-","-0.06%"
"2017년 03월 03일","54.35","54.35","54.35","54.35","-","0.91%"
"2017년 03월 02일","53.86","53.86","53.86","53.86","-","-1.98%"
"2017년 03월 01일","54.95","54.95","54.95","54.95","-","0.94%"
"2017년 02월 28일","54.44","54.44","54.44","54.44","-","0.02%"
"2017년 02월 27일","54.43","54.43","54.43","54.43","-","0.09%"
"2017년 02월 24일","54.38","54.38","54.38","54.38","-","-0.06%"
"2017년 02월 23일","54.41","54.41","54.41","54.41","-","0.26%"
"2017년 02월 22일","54.27","54.27","54.27","54.27","-","-0.28%"
"2017년 02월 21일","54.42","54.42","54.42","54.42","-","0.37%"
"2017년 02월 17일","54.22","54.22","54.22","54.22","-","0.18%"
"2017년 02월 16일","54.12","54.12","54.12","54.12","-","-0.04%"
"2017년 02월 15일","54.14","54.14","54.14","54.14","-","-0.24%"
"2017년 02월 14일","54.27","54.27","54.27","54.27","-","0.44%"
"2017년 02월 13일","54.03","54.03","54.03","54.03","-","-1.03%"
"2017년 02월 10일","54.59","54.59","54.59","54.59","0.10K","0.89%"
"2017년 02월 09일","54.11","54.11","54.11","54.11","-","0.71%"
"2017년 02월 08일","53.73","53.73","53.73","53.73","-","-0.32%"
"2017년 02월 07일","53.90","53.90","53.90","53.90","-","-0.65%"
"2017년 02월 06일","54.25","54.25","54.25","54.25","-","-1.52%"
"2017년 02월 03일","55.09","55.09","55.09","55.09","-","0.79%"
"2017년 02월 02일","54.66","54.66","54.66","54.66","-","0.40%"
"2017년 02월 01일","54.44","54.44","54.44","54.44","-","1.34%"
"2017년 01월 31일","53.72","53.72","53.72","53.72","-","-0.04%"
"2017년 01월 30일","53.74","53.74","53.74","53.74","-","-0.04%"
"2017년 01월 27일","53.76","53.76","53.76","53.76","0.20K","-0.07%"
"2017년 01월 26일","53.80","53.80","53.80","53.80","-","0.24%"
"2017년 01월 25일","53.67","53.67","53.67","53.67","-","-0.06%"
"2017년 01월 24일","53.70","53.70","53.70","53.70","-","0.11%"
"2017년 01월 23일","53.64","53.64","53.64","53.64","0.20K","-0.19%"
"2017년 01월 20일","53.74","53.74","53.74","53.74","-","0.81%"
"2017년 01월 19일","53.31","53.31","53.31","53.31","-","0.38%"
"2017년 01월 18일","53.11","53.11","53.11","53.11","-","-1.08%"
"2017년 01월 17일","53.69","53.69","53.69","53.69","-","-0.06%"
"2017년 01월 13일","53.72","53.72","53.72","53.72","-","-0.33%"
"2017년 01월 12일","53.90","53.90","53.90","53.90","-","0.97%"
"2017년 01월 11일","53.38","53.38","53.38","53.38","-","2.03%"
"2017년 01월 10일","52.32","52.32","52.32","52.32","-","-1.64%"
"2017년 01월 09일","53.19","53.19","53.19","53.19","-","-2.97%"
"2017년 01월 06일","54.82","54.82","54.82","54.82","-","0.11%"
"2017년 01월 05일","54.76","54.76","54.76","54.76","-","0.79%"
"2017년 01월 04일","54.33","54.33","54.33","54.33","-","2.20%"
"2017년 01월 03일","53.16","53.16","53.16","53.16","-","2.03%"
"2016년 12월 30일","52.10","52.10","52.10","52.10","-","-0.04%"
"2016년 12월 29일","52.12","52.12","52.12","52.12","-","-0.04%"
"2016년 12월 28일","52.14","52.14","52.14","52.14","-","0.10%"
"2016년 12월 27일","52.09","52.09","52.09","52.09","-","0.25%"
"2016년 12월 23일","51.96","51.96","51.96","51.96","-","0.04%"
"2016년 12월 22일","51.94","51.94","51.94","51.94","-","0.46%"
"2016년 12월 21일","51.70","51.70","51.70","51.70","-","-0.48%"
"2016년 12월 20일","51.95","51.95","51.95","51.95","-","0.27%"
"2016년 12월 19일","51.81","51.81","51.81","51.81","-","-0.38%"
"2016년 12월 16일","52.01","52.01","52.01","52.01","-","0.95%"
"2016년 12월 15일","51.52","51.52","51.52","51.52","-","0.21%"
"2016년 12월 14일","51.41","51.41","51.41","51.41","-","-1.83%"
"2016년 12월 13일","52.37","52.37","52.37","52.37","-","0.21%"
"2016년 12월 12일","52.26","52.26","52.26","52.26","-","1.85%"
"2016년 12월 09일","51.31","51.31","51.31","51.31","-","0.63%"
"2016년 12월 08일","50.99","50.99","50.99","50.99","-","1.27%"
"2016년 12월 07일","50.35","50.35","50.35","50.35","-","-1.33%"
"2016년 12월 06일","51.03","51.03","51.03","51.03","-","-0.93%"
"2016년 12월 05일","51.51","51.51","51.51","51.51","-","0.94%"
"2016년 12월 02일","51.03","51.03","51.03","51.03","-","0.33%"
"2016년 12월 01일","50.86","50.86","50.86","50.86","-","15.93%"
"2016년 11월 30일","43.87","43.87","43.87","43.87","-","-0.02%"
"2016년 11월 29일","43.88","43.88","43.88","43.88","-","-0.32%"
"2016년 11월 28일","44.02","44.02","44.02","44.02","-","0.16%"
"2016년 11월 25일","43.95","43.95","43.95","43.95","-","-0.45%"
"2016년 11월 23일","44.15","44.15","44.15","44.15","-","-0.09%"
"2016년 11월 22일","44.19","44.19","44.19","44.19","-","0.09%"
"2016년 11월 21일","44.15","44.15","44.15","44.15","-","1.54%"
"2016년 11월 18일","43.48","43.48","43.48","43.48","-","0.42%"
"2016년 11월 17일","43.30","43.30","43.30","43.30","-","-0.16%"
"2016년 11월 16일","43.37","43.37","43.37","43.37","-","-0.41%"
"2016년 11월 15일","43.55","43.55","43.55","43.55","-","2.88%"
"2016년 11월 14일","42.33","42.33","42.33","42.33","-","-0.28%"
"2016년 11월 11일","42.45","42.45","42.45","42.45","-","-1.37%"
"2016년 11월 10일","43.04","43.04","43.04","43.04","-","-0.78%"
"2016년 11월 09일","43.38","43.38","43.38","43.38","-","0.95%"
"2016년 11월 08일","42.97","42.97","42.97","42.97","-","-0.16%"
"2016년 11월 07일","43.04","43.04","43.04","43.04","-","1.15%"
"2016년 11월 04일","42.55","42.55","42.55","42.55","-","-1.34%"
"2016년 11월 03일","43.13","43.13","43.13","43.13","-","-1.12%"
"2016년 11월 02일","43.62","43.62","43.62","43.62","-","-2.37%"
"2016년 11월 01일","44.68","44.68","44.68","44.68","-","-0.53%"
"2016년 10월 31일","44.92","44.92","44.92","44.92","-","-8.38%"
"2016년 10월 28일","49.03","49.03","49.03","49.03","-","-0.06%"
"2016년 10월 27일","49.06","49.06","49.06","49.06","-","0.20%"
"2016년 10월 26일","48.96","48.96","48.96","48.96","-","-0.18%"
"2016년 10월 25일","49.05","49.05","49.05","49.05","-","-0.28%"
"2016년 10월 24일","49.19","49.19","49.19","49.19","-","-0.12%"
"2016년 10월 21일","49.25","49.25","49.25","49.25","-","0.35%"
"2016년 10월 20일","49.08","49.08","49.08","49.08","0.20K","-0.87%"
"2016년 10월 19일","49.51","49.51","49.51","49.51","-","0.92%"
"2016년 10월 18일","49.06","49.06","49.06","49.06","-","-0.04%"
"2016년 10월 17일","49.08","49.08","49.08","49.08","-","-0.59%"
"2016년 10월 14일","49.37","49.37","49.37","49.37","-","0.18%"
"2016년 10월 13일","49.28","49.28","49.28","49.28","-","0.37%"
"2016년 10월 12일","49.10","49.10","49.10","49.10","-","-0.79%"
"2016년 10월 11일","49.49","49.49","49.49","49.49","-","-0.88%"
"2016년 10월 10일","49.93","49.93","49.93","49.93","-","1.75%"
"2016년 10월 07일","49.07","49.07","49.07","49.07","-","-0.71%"
"2016년 10월 06일","49.42","49.42","49.42","49.42","-","0.96%"
"2016년 10월 05일","48.95","48.95","48.95","48.95","-","1.66%"
"2016년 10월 04일","48.15","48.15","48.15","48.15","-","0.29%"
"2016년 10월 03일","48.01","48.01","48.01","48.01","-","10.62%"
"2016년 09월 29일","43.40","43.40","43.40","43.40","-","0.02%"
"2016년 09월 28일","43.39","43.39","43.39","43.39","-","0.58%"
"2016년 09월 27일","43.14","43.14","43.14","43.14","-","-0.60%"
"2016년 09월 26일","43.40","43.40","43.40","43.40","-","0.60%"
"2016년 09월 23일","43.14","43.14","43.14","43.14","-","-1.03%"
"2016년 09월 22일","43.59","43.59","43.59","43.59","-","0.60%"
"2016년 09월 21일","43.33","43.33","43.33","43.33","-","0.81%"
"2016년 09월 20일","42.98","42.98","42.98","42.98","0.20K","-0.07%"
"2016년 09월 19일","43.01","43.01","43.01","43.01","-","0.19%"
"2016년 09월 16일","42.93","42.93","42.93","42.93","-","-0.83%"
"2016년 09월 15일","43.29","43.29","43.29","43.29","-","1.00%"
"2016년 09월 14일","42.86","42.86","42.86","42.86","-","-1.63%"
"2016년 09월 13일","43.57","43.57","43.57","43.57","-","-2.94%"
"2016년 09월 12일","44.89","44.89","44.89","44.89","-","1.77%"
"2016년 09월 09일","44.11","44.11","44.11","44.11","-","-2.91%"
"2016년 09월 08일","45.43","45.43","45.43","45.43","-","2.97%"
"2016년 09월 07일","44.12","44.12","44.12","44.12","-","1.36%"
"2016년 09월 06일","43.53","43.53","43.53","43.53","-","0.83%"
"2016년 09월 02일","43.17","43.17","43.17","43.17","-","3.06%"
"2016년 09월 01일","41.89","41.89","41.89","41.89","-","-4.14%"
"2016년 08월 31일","43.70","43.70","43.70","43.70","-","-0.05%"
"2016년 08월 30일","43.72","43.72","43.72","43.72","-","-0.05%"
"2016년 08월 29일","43.74","43.74","43.74","43.74","-","-0.23%"
"2016년 08월 26일","43.84","43.84","43.84","43.84","-","0.05%"
"2016년 08월 25일","43.82","43.82","43.82","43.82","-","0.27%"
"2016년 08월 24일","43.70","43.70","43.70","43.70","-","-0.59%"
"2016년 08월 23일","43.96","43.96","43.96","43.96","-","0.34%"
"2016년 08월 22일","43.81","43.81","43.81","43.81","-","-1.44%"
"2016년 08월 19일","44.45","44.45","44.45","44.45","-","-0.11%"
"2016년 08월 18일","44.50","44.50","44.50","44.50","-","0.77%"
"2016년 08월 17일","44.16","44.16","44.16","44.16","-","0.73%"
"2016년 08월 16일","43.84","43.84","43.84","43.84","-","1.32%"
"2016년 08월 15일","43.27","43.27","43.27","43.27","-","1.76%"
"2016년 08월 12일","42.52","42.52","42.52","42.52","-","1.31%"
"2016년 08월 11일","41.97","41.97","41.97","41.97","-","3.12%"
"2016년 08월 10일","40.70","40.70","40.70","40.70","-","-1.14%"
"2016년 08월 09일","41.17","41.17","41.17","41.17","-","-1.08%"
"2016년 08월 08일","41.62","41.62","41.62","41.62","-","2.21%"
"2016년 08월 05일","40.72","40.72","40.72","40.72","-","-0.34%"
"2016년 08월 04일","40.86","40.86","40.86","40.86","-","2.77%"
"2016년 08월 03일","39.76","39.76","39.76","39.76","-","2.79%"
"2016년 08월 02일","38.68","38.68","38.68","38.68","-","-0.62%"
"2016년 08월 01일","38.92","38.92","38.92","38.92","-","-8.45%"
"2016년 07월 28일","42.51","42.51","42.51","42.51","-","0.00%"
"2016년 07월 27일","42.51","42.51","42.51","42.51","-","-0.12%"
"2016년 07월 26일","42.56","42.56","42.56","42.56","-","-0.07%"
"2016년 07월 25일","42.59","42.59","42.59","42.59","-","-0.42%"
"2016년 07월 22일","42.77","42.77","42.77","42.77","-","-0.95%"
"2016년 07월 21일","43.18","43.18","43.18","43.18","-","-0.21%"
"2016년 07월 20일","43.27","43.27","43.27","43.27","-","0.49%"
"2016년 07월 19일","43.06","43.06","43.06","43.06","-","-0.28%"
"2016년 07월 18일","43.18","43.18","43.18","43.18","-","-1.12%"
"2016년 07월 15일","43.67","43.67","43.67","43.67","-","0.34%"
"2016년 07월 14일","43.52","43.52","43.52","43.52","-","1.63%"
"2016년 07월 13일","42.82","42.82","42.82","42.82","-","-3.32%"
"2016년 07월 12일","44.29","44.29","44.29","44.29","-","3.38%"
"2016년 07월 11일","42.84","42.84","42.84","42.84","-","-0.70%"
"2016년 07월 08일","43.14","43.14","43.14","43.14","-","0.96%"
"2016년 07월 07일","42.73","42.73","42.73","42.73","-","-4.47%"
"2016년 07월 06일","44.73","44.73","44.73","44.73","-","1.61%"
"2016년 07월 05일","44.02","44.02","44.02","44.02","-","-3.82%"
"2016년 07월 01일","45.77","45.77","45.77","45.77","-","-1.06%"
"2016년 06월 30일","46.26","46.26","46.26","46.26","-","-0.11%"
"2016년 06월 29일","46.31","46.31","46.31","46.31","-","0.26%"
"2016년 06월 28일","46.19","46.19","46.19","46.19","-","0.35%"
"2016년 06월 27일","46.03","46.03","46.03","46.03","-","-0.28%"
"2016년 06월 24일","46.16","46.16","46.16","46.16","-","-1.01%"
"2016년 06월 23일","46.63","46.63","46.63","46.63","-","0.54%"
"2016년 06월 22일","46.38","46.38","46.38","46.38","-","-0.49%"
"2016년 06월 21일","46.61","46.61","46.61","46.61","-","-0.17%"
"2016년 06월 20일","46.69","46.69","46.69","46.69","-","1.19%"
"2016년 06월 17일","46.14","46.14","46.14","46.14","0.40K","1.70%"
"2016년 06월 16일","45.37","45.37","45.37","45.37","-","-1.80%"
"2016년 06월 15일","46.20","46.20","46.20","46.20","-","-0.94%"
"2016년 06월 14일","46.64","46.64","46.64","46.64","-","-0.62%"
"2016년 06월 13일","46.93","46.93","46.93","46.93","-","-0.06%"
"2016년 06월 10일","46.96","46.96","46.96","46.96","-","-1.96%"
"2016년 06월 09일","47.90","47.90","47.90","47.90","-","-0.62%"
"2016년 06월 08일","48.20","48.20","48.20","48.20","-","1.92%"
"2016년 06월 07일","47.29","47.29","47.29","47.29","-","1.61%"
"2016년 06월 06일","46.54","46.54","46.54","46.54","-","1.11%"
"2016년 06월 03일","46.03","46.03","46.03","46.03","-","-0.71%"
"2016년 06월 02일","46.36","46.36","46.36","46.36","-","0.87%"
"2016년 06월 01일","45.96","45.96","45.96","45.96","-","3.82%"
"2016년 05월 31일","44.27","44.27","44.27","44.27","-","-0.09%"
"2016년 05월 27일","44.31","44.31","44.31","44.31","-","-0.07%"
"2016년 05월 26일","44.34","44.34","44.34","44.34","-","-0.11%"
"2016년 05월 25일","44.39","44.39","44.39","44.39","-","0.41%"
"2016년 05월 24일","44.21","44.21","44.21","44.21","-","0.11%"
"2016년 05월 23일","44.16","44.16","44.16","44.16","-","-0.27%"
"2016년 05월 20일","44.28","44.28","44.28","44.28","-","-0.11%"
"2016년 05월 19일","44.33","44.33","44.33","44.33","-","0.02%"
"2016년 05월 18일","44.32","44.32","44.32","44.32","-","-0.36%"
"2016년 05월 17일","44.48","44.48","44.48","44.48","-","0.47%"
"2016년 05월 16일","44.27","44.27","44.27","44.27","-","1.30%"
"2016년 05월 13일","43.70","43.70","43.70","43.70","-","-0.64%"
"2016년 05월 12일","43.98","43.98","43.98","43.98","-","0.71%"
"2016년 05월 11일","43.67","43.67","43.67","43.67","-","3.12%"
"2016년 05월 10일","42.35","42.35","42.35","42.35","-","3.37%"
"2016년 05월 09일","40.97","40.97","40.97","40.97","-","-3.10%"
"2016년 05월 06일","42.28","42.28","42.28","42.28","-","0.86%"
"2016년 05월 05일","41.92","41.92","41.92","41.92","-","0.29%"
"2016년 05월 04일","41.80","41.80","41.80","41.80","-","-0.19%"
"2016년 05월 03일","41.88","41.88","41.88","41.88","-","-1.34%"
"2016년 05월 02일","42.45","42.45","42.45","42.45","-","8.76%"
"2016년 04월 29일","39.03","39.03","39.03","39.03","-","0.08%"
"2016년 04월 28일","39.00","39.00","39.00","39.00","-","0.08%"
"2016년 04월 27일","38.97","38.97","38.97","38.97","-","0.44%"
"2016년 04월 26일","38.80","38.80","38.80","38.80","-","0.44%"
"2016년 04월 25일","38.63","38.63","38.63","38.63","-","-0.34%"
"2016년 04월 22일","38.76","38.76","38.76","38.76","-","0.49%"
"2016년 04월 21일","38.57","38.57","38.57","38.57","-","-0.92%"
"2016년 04월 20일","38.93","38.93","38.93","38.93","-","1.59%"
"2016년 04월 19일","38.32","38.32","38.32","38.32","-","1.00%"
"2016년 04월 18일","37.94","37.94","37.94","37.94","-","-0.26%"
"2016년 04월 15일","38.04","38.04","38.04","38.04","-","-1.17%"
"2016년 04월 14일","38.49","38.49","38.49","38.49","-","-0.39%"
"2016년 04월 13일","38.64","38.64","38.64","38.64","-","-1.00%"
"2016년 04월 12일","39.03","39.03","39.03","39.03","-","3.45%"
"2016년 04월 11일","37.73","37.73","37.73","37.73","-","1.59%"
"2016년 04월 08일","37.14","37.14","37.14","37.14","-","4.94%"
"2016년 04월 07일","35.39","35.39","35.39","35.39","-","-0.95%"
"2016년 04월 06일","35.73","35.73","35.73","35.73","-","4.63%"
"2016년 04월 05일","34.15","34.15","34.15","34.15","-","0.29%"
"2016년 04월 04일","34.05","34.05","34.05","34.05","-","-1.99%"
"2016년 04월 01일","34.74","34.74","34.74","34.74","-","-1.14%"
"2016년 03월 31일","35.14","35.14","35.14","35.14","-","-0.11%"
"2016년 03월 30일","35.18","35.18","35.18","35.18","-","0.20%"
"2016년 03월 29일","35.11","35.11","35.11","35.11","-","-0.31%"
"2016년 03월 28일","35.22","35.22","35.22","35.22","-","-0.03%"
"2016년 03월 24일","35.23","35.23","35.23","35.23","-","-0.23%"
"2016년 03월 23일","35.31","35.31","35.31","35.31","-","-1.29%"
"2016년 03월 22일","35.77","35.77","35.77","35.77","-","0.25%"
"2016년 03월 21일","35.68","35.68","35.68","35.68","-","0.34%"
"2016년 03월 18일","35.56","35.56","35.56","35.56","-","-0.14%"
"2016년 03월 17일","35.61","35.61","35.61","35.61","-","1.66%"
"2016년 03월 16일","35.03","35.03","35.03","35.03","-","2.52%"
"2016년 03월 15일","34.17","34.17","34.17","34.17","-","-0.99%"
"2016년 03월 14일","34.51","34.51","34.51","34.51","-","-1.37%"
"2016년 03월 11일","34.99","34.99","34.99","34.99","-","1.13%"
"2016년 03월 10일","34.60","34.60","34.60","34.60","-","-1.87%"
"2016년 03월 09일","35.26","35.26","35.26","35.26","-","2.59%"
"2016년 03월 08일","34.37","34.37","34.37","34.37","-","-2.83%"
"2016년 03월 07일","35.37","35.37","35.37","35.37","-","5.11%"
"2016년 03월 04일","33.65","33.65","33.65","33.65","-","4.18%"
"2016년 03월 03일","32.30","32.30","32.30","32.30","-","0.62%"
"2016년 03월 02일","32.10","32.10","32.10","32.10","-","-0.22%"
"2016년 03월 01일","32.17","32.17","32.17","32.17","-","9.80%"
"2016년 02월 29일","29.30","29.30","29.30","29.30","-","-0.20%"
"2016년 02월 26일","29.36","29.36","29.36","29.36","-","0.34%"
"2016년 02월 25일","29.26","29.26","29.26","29.26","-","-0.31%"
"2016년 02월 24일","29.35","29.35","29.35","29.35","-","0.17%"
"2016년 02월 23일","29.30","29.30","29.30","29.30","-","-0.88%"
"2016년 02월 22일","29.56","29.56","29.56","29.56","-","1.30%"
"2016년 02월 19일","29.18","29.18","29.18","29.18","-","-1.25%"
"2016년 02월 18일","29.55","29.55","29.55","29.55","-","-0.07%"
"2016년 02월 17일","29.57","29.57","29.57","29.57","-","3.72%"
"2016년 02월 16일","28.51","28.51","28.51","28.51","-","-1.49%"
"2016년 02월 12일","28.94","28.94","28.94","28.94","-","7.54%"
"2016년 02월 11일","26.91","26.91","26.91","26.91","-","-2.04%"
"2016년 02월 10일","27.47","27.47","27.47","27.47","-","-8.65%"
"2016년 02월 09일","30.07","30.07","30.07","30.07","-","0.00%"
"2016년 02월 08일","30.07","30.07","30.07","30.07","-","0.00%"
"2016년 02월 05일","30.07","30.07","30.07","30.07","-","-1.09%"
"2016년 02월 04일","30.40","30.40","30.40","30.40","-","-1.71%"
"2016년 02월 03일","30.93","30.93","30.93","30.93","-","8.60%"
"2016년 02월 02일","28.48","28.48","28.48","28.48","-","-4.91%"
"2016년 02월 01일","29.95","29.95","29.95","29.95","-","11.71%"
"2016년 01월 29일","26.81","26.81","26.81","26.81","-","0.07%"
"2016년 01월 28일","26.79","26.79","26.79","26.79","-","0.30%"
"2016년 01월 27일","26.71","26.71","26.71","26.71","-","0.41%"
"2016년 01월 26일","26.60","26.60","26.60","26.60","-","0.83%"
"2016년 01월 25일","26.38","26.38","26.38","26.38","-","-1.27%"
"2016년 01월 22일","26.72","26.72","26.72","26.72","-","2.69%"
"2016년 01월 21일","26.02","26.02","26.02","26.02","-","1.76%"
"2016년 01월 20일","25.57","25.57","25.57","25.57","-","-1.96%"
"2016년 01월 19일","26.08","26.08","26.08","26.08","-","-1.02%"
"2016년 01월 15일","26.35","26.35","26.35","26.35","-","-3.30%"
"2016년 01월 14일","27.25","27.25","27.25","27.25","-","0.85%"
"2016년 01월 13일","27.02","27.02","27.02","27.02","-","-1.13%"
"2016년 01월 12일","27.33","27.33","27.33","27.33","-","-1.90%"
"2016년 01월 11일","27.86","27.86","27.86","27.86","-","-4.46%"
"2016년 01월 08일","29.16","29.16","29.16","29.16","-","0.55%"
"2016년 01월 07일","29.00","29.00","29.00","29.00","-","0.03%"
"2016년 01월 06일","28.99","28.99","28.99","28.99","-","-6.03%"
"2016년 01월 05일","30.85","30.85","30.85","30.85","-","-3.89%"
"2016년 01월 04일","32.10","32.10","32.10","32.10","-","-7.20%"
"2015년 12월 31일","34.59","34.59","34.59","34.59","-","0.06%"
"2015년 12월 30일","34.57","34.57","34.57","34.57","-","-0.26%"
"2015년 12월 29일","34.66","34.66","34.66","34.66","-","0.23%"
"2015년 12월 28일","34.58","34.58","34.58","34.58","-","-0.43%"